"business_id","rating","RestaurantsPriceRange2","business.parking","BikeParking","NoiseLevel","RestaurantsGoodForGroups","RestaurantsDelivery","HasTV","WiFi","RestaurantsTakeOut","RestaurantsReservations","RestaurantsTableService"
"bTY7sXjVc12MxtOAlR8YdQ",4,2,0,TRUE,"average",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"bU5IgN1FnkkMc5aottoEsQ",4,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"Bveb2P1efYgsS6SzqOqtOg",4,2,0,TRUE,"quiet",TRUE,FALSE,TRUE,"free",TRUE,FALSE,TRUE
"bvTyaYHXupi1c5mbs65RyQ",2.8125,2,0,FALSE,"quiet",TRUE,FALSE,FALSE,NA,TRUE,FALSE,TRUE
"bVuPp6xuI4UPXlAEkEd2bA",5,3,1,NA,"average",TRUE,FALSE,NA,NA,FALSE,TRUE,TRUE
"Bw5YK3qWkxFsGsHLbyCSDA",1,2,1,NA,"average",TRUE,FALSE,TRUE,NA,TRUE,FALSE,FALSE
"bwAjazk0MsqJWdH0tUm30Q",4,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"bWANRG8Xjl8g_wY7PbSXMA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BwbPzuEuIN_oFmNRJIgHlg",3.66666666666667,3,0,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"bx2KK3t9RHD0FmLYFLE_jg",3,3,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA
"Bx3aKLDBOc91UmdQxSnTrw",2.28571428571429,2,1,FALSE,"loud",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"bXCf_Fl9DqP8pOus1-WwMg",1,2,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"bXFWLSQptjB5SUMyZxprfg",1,2,1,NA,"average",TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE
"bxgrZLHU3R3dhDM32VXuGw",3,2,0,NA,NA,TRUE,FALSE,NA,NA,TRUE,NA,TRUE
"bxoxAAJGE3VeGgOk-YbISw",4,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"bxQUVVI8LR5RmyTYYJq07A",3.81578947368421,1,1,TRUE,"average",TRUE,TRUE,FALSE,"free",TRUE,FALSE,TRUE
"bxWT1PoRgKGJEHFXVbirYw",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"By3eFOzWO9Mo0HivLhN8Sg",4,1,0,NA,"quiet",TRUE,TRUE,NA,"no",TRUE,TRUE,TRUE
"bY8K4r_RGOm_1cspCOKdPQ",3,2,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,FALSE,FALSE
"BYDs_o6U4CLxJec8k1Q90Q",4,2,1,TRUE,"average",FALSE,TRUE,FALSE,"free",TRUE,FALSE,FALSE
"BYe4zFvstbw5zXSjhV1q8w",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ByFMv3p5X1aNeZhU61rDcA",2.5,2,NA,NA,NA,NA,NA,NA,"paid",NA,NA,NA
"ByrCDfyklGGk0D9O9P2Rog",4,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"BYRGHW3nUd1KG3D3RUvaxw",2,1,0,FALSE,"very_loud",TRUE,TRUE,FALSE,"free",TRUE,FALSE,FALSE
"byVmQiGVTyLrG_74OFJ7eg",4,2,1,TRUE,"loud",TRUE,NA,FALSE,"no",NA,FALSE,NA
"bz07FlaDmxHV9ER-cF6XuA",3,2,1,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"BZ8nUf9R4sa1S-9sU6AjRg",3.54545454545455,1,0,TRUE,"very_loud",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"bzz1t-CEN_G2MDdeirmySQ",3.77981651376147,1,1,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,TRUE
"BzZNKx6Des02RuAtT-uOPw",2.57142857142857,2,1,NA,NA,FALSE,FALSE,NA,NA,TRUE,TRUE,TRUE
"c_ZDTkfDlfzLm0a3osk1ow",1,2,1,NA,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"C0yiSrxaTMthwS8PzEow1Q",3,3,NA,NA,NA,NA,NA,NA,"paid",NA,NA,NA
"c1_adyjYG6JEa1PZAXMOBg",4,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"c13-EE0wLqiPKUh3-fGVHg",4,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,NA
"c18PpRfQbLJU4BBM1P2xnQ",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c1gEqdcI9ocM3hkP2xtWHg",5,3,1,TRUE,"average",FALSE,FALSE,TRUE,"no",FALSE,TRUE,TRUE
"C1JNZrYl3H-YzF1dys9SoQ",3.04444444444444,2,1,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"C2HKdN-Ft1JJY2xDj-3gxw",3,2,0,NA,NA,TRUE,FALSE,TRUE,"no",TRUE,FALSE,NA
"c2l80imPWR8V6gIEM02XPg",3.17241379310345,1,1,TRUE,"quiet",FALSE,TRUE,FALSE,"no",TRUE,FALSE,FALSE
"C2QQN6wmEBSCcohrMP7s5A",4,2,NA,NA,NA,TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA
"C2VIYAElOUer5rBZH71c_A",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C31ExBTn_6UxbTVkWPtNkg",2.5,2,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"C32voxd_NaYq2Iz9U2eoPA",4.25,1,1,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA
"c56XijYc2vT3YWhtXkPJaw",3.22222222222222,2,0,TRUE,"average",TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA
"C6C_dc78Zhzei9wrZs-tdQ",3.33333333333333,1,NA,NA,NA,NA,NA,NA,"paid",NA,NA,NA
"c6lPl8t4QglGQb2H3E_8mQ",3.85714285714286,1,0,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"C6MG3vrloHF8h9PPvZNiJA",4,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"c6V3bMQ8CMaTGnBn51J8aw",5,1,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"C74ViML3zx1akYVafLaiXQ",2.81818181818182,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"C75UPn41Uq2DJNCP74uTDw",1.5,1,NA,FALSE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"c8bdxic-VcGEW-bA1EhW7g",4.5,2,0,FALSE,"quiet",TRUE,FALSE,NA,"free",TRUE,TRUE,TRUE
"C8D_GU9cDDjbOJfCaGXxDQ",1,2,1,TRUE,"loud",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"C8Ehjy_oDzYcy3-wf32Y4A",5,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"C8pZ8cz8QO21E8SjefavQw",2,1,0,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"c8tDMDJXLZWjtKcidn1XtQ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c8W-jLGOk74_h9gOa68xSQ",3.5,2,0,FALSE,"loud",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"C9oCPomVP0mtKa8z99E3gg",4,2,0,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA
"c9SKd0bIR6nNzXOVCbOi_A",5,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"cA5DOLBmD_XoNmgj7e3caA",3,2,0,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"cAFFaOvHvTniz87_ou5kcA",4,1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"CAOnmH06liJa74jkK-uZ3A",3,2,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA
"cAs1-wyAjvfsK1Vgo1jCWA",4.5,2,1,TRUE,"quiet",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"caUPXiOxvLGMsorJBtNlhg",3.33333333333333,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"caWUE0ItqsG51OaBVlr4Eg",5,1,NA,FALSE,"quiet",TRUE,FALSE,FALSE,NA,TRUE,FALSE,TRUE
"CaWzOTnrvUBCxDotUwlTFw",2.5,2,0,NA,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA
"Cb-Xl9s4AboAeOO_T9LdnA",4,1,1,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA
"CB4nlzzMxf91Tyte1pf1nw",5,2,NA,NA,NA,TRUE,FALSE,TRUE,"no",TRUE,TRUE,NA
"CbAZZVel3mXEUepuqtn_0w",4.25,1,0,FALSE,"quiet",TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE
"cBGs6v4B5Aw1WP48L0tgyg",5,2,0,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA
"CbJPvzhAEO6nwaSpl9NKug",1,1,0,FALSE,"average",TRUE,NA,TRUE,NA,NA,NA,NA
"cbqamMEVG5rPw4iSo6gGEQ",5,1,NA,NA,NA,TRUE,NA,FALSE,NA,TRUE,NA,NA
"Cbr_THdFrhePgJoqQ9X6gQ",3,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"cbVaCo7DdU4ClI3ujqnMyw",4,2,1,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,TRUE,TRUE
"Cbvx1IxPniwo_Ybk4CdIBQ",4.4,2,0,NA,NA,NA,TRUE,NA,"free",TRUE,NA,NA
"cc-u2OVJOMYQQKJEaAkcpQ",3,1,1,NA,"average",TRUE,NA,TRUE,NA,TRUE,NA,TRUE
"cccT1HYSn1e4gDbMx9xebA",4.5,1,0,TRUE,"quiet",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"CcOjMY6DP9x8nsf9ZYJxow",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cDGaMsCAx8guR1IUrxLxWA",5,1,0,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"cdLBNUBgPurw3PyLXvbiGA",3.83333333333333,2,0,FALSE,"quiet",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"cDoo0Pf1d_P79Rq3ZNk-Mw",4,2,1,TRUE,"quiet",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"CDRRGEktCvI8mYTIKLPiMQ",3.09090909090909,1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"CDSNzkBDwWuDF5eRiJBrcA",2,NA,NA,NA,"quiet",TRUE,NA,NA,NA,NA,NA,FALSE
"CDsYDpAcfDE_81OHRjVIHQ",3,1,1,NA,"quiet",TRUE,NA,FALSE,"no",TRUE,TRUE,TRUE
"Cdywb13_07M1_g3U85VKTA",3.84,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"cE7ArG7tPXsLSBbgHGHYZA",3.85714285714286,1,1,NA,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,FALSE
"CeevPqFuG8g2SeyEO6TtCA",3,1,1,NA,NA,TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE
"cEFnJrDaz7BLO0xOCJlF6A",2.11538461538462,2,1,FALSE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"cEIrFjyk_-TC70kr3J7lEg",2.83333333333333,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"CeJYrM_8lP2Iu0WqqfdKbg",3.5,1,0,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA
"cemMv5hvZZPj-_1V4xT9rQ",3,3,1,TRUE,"average",TRUE,FALSE,FALSE,"no",FALSE,TRUE,TRUE
"CERdu01pl1cGUyjjJcIFPQ",3,2,1,TRUE,"quiet",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"cEU4IbCouZ1IFwURJKRJRQ",4.66666666666667,2,1,TRUE,"quiet",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"ceuvH6NpDhpT1p4q1w93pA",3.76363636363636,2,1,TRUE,"quiet",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"CEzfPpWwtGWSpVZUAxRCvQ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cF2Uw1x-Bx3Cj5oJDA_q5Q",3,1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"cf6rtw3f05DlnJ7muIAEgA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CfnTcXZDaXFbkojRZrFCgg",3,1,0,NA,"quiet",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"CfQCMOnVIarQCBDBor0mfA",5,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"CFRMFcqspWPyhKzUhwIQJA",3.5,2,0,NA,"average",TRUE,TRUE,FALSE,"no",TRUE,NA,TRUE
"cfZfCdo8vTu4S_uBsF10kQ",5,1,0,TRUE,"quiet",TRUE,FALSE,TRUE,"free",TRUE,FALSE,TRUE
"Cgd-CnFBImf38ypxOMfErA",3.66666666666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CGd8erq6Ojn834pQ0gpRqA",5,1,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,FALSE,FALSE
"cGGVtODSGDMhj1G8UylfWQ",3,2,1,FALSE,"average",TRUE,TRUE,TRUE,"no",TRUE,TRUE,TRUE
"cGQKUOAZm_VHcQOJWbatog",3,2,1,TRUE,"loud",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"cGR0XHCZ-tdXLd_REjXFsg",4,3,1,TRUE,"average",TRUE,FALSE,FALSE,"no",FALSE,TRUE,TRUE
"cGuUEFw374zfpr3Cp8ywJw",1,2,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA
"Ch3HkwQYv1YKw_FO06vBWA",2.82352941176471,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"chBeDQdaZgrb8iOzqgeCDA",4.14814814814815,1,1,FALSE,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,TRUE
"cHdJXLlKNWixBXpDwEGb_A",4.07339449541284,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,FALSE
"ChF3epc8u657kyhgnKddbA",1,2,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"cHGFii0TsDXOI-_4Hm2v8A",3,1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"cHTQwW-xsBVfuat5IL3dsg",3.5,2,1,FALSE,"quiet",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"chwt2fAoi8vpUL_SQbpcIw",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIFjkjllhTPGyx9eWBwJGQ",4,1,1,FALSE,NA,FALSE,TRUE,FALSE,"free",TRUE,FALSE,FALSE
"cjKplU8iMakS8Q7ZorzYVA",3.88888888888889,1,NA,NA,NA,FALSE,TRUE,NA,"no",TRUE,FALSE,NA
"Cjs6QghR-nIninfgAoErvw",3.875,2,1,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,TRUE,TRUE
"CjxTTAuty_5FASUFarKniQ",2.5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ck6zHE15TuWTaNJ2YNawZA",4,2,1,TRUE,NA,NA,NA,NA,"free",TRUE,NA,NA
"cKdox2gt3L1Dbb7MpOPdWg",4.25,3,1,TRUE,"loud",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"ckDYUwoG2WVsF3UCZLItLg",2,1,1,NA,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"ckLk2nQiTGeVgg62JxZGZg",2.81818181818182,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"CkncJJ9tKgsGULXTTKmfdw",3,2,1,FALSE,"average",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"CkT2cuN3pSghILz8Ow83AA",1,1,0,NA,"quiet",TRUE,TRUE,NA,NA,TRUE,NA,TRUE
"cl6Dv_bZ2AX2gNSVBywvlw",3.2,1,1,NA,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"CLB0ctwOdLxNuw0MuqkYZA",5,2,1,TRUE,NA,NA,NA,NA,"free",NA,NA,NA
"clL0-uy-DH0bJgBFEfoxFA",4,2,1,FALSE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"CLr675_URFXPyeQ2b3-GMw",3,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"CLXFlAPXpf8uQ-TWuzc_yQ",4,2,1,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"cm5pya6toFXn6sJT4FVGyg",3.81481481481481,2,1,TRUE,"quiet",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"CmFAIv9AzwDzka58cIJPVg",2,1,1,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"CmIEkQZ87j1IGm9qWYqUdQ",2,2,1,FALSE,"quiet",TRUE,TRUE,TRUE,"no",TRUE,TRUE,TRUE
"cmS3mR0pEorJx39PrSNBLw",5,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"CN1ysi7ATitddfuUDhhfjQ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cnRMezUuLesmJHruUpAECA",2.33333333333333,2,1,NA,"average",TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE
"CNW5hqoO-EpSOReYbWC-Sw",1,2,NA,NA,"very_loud",TRUE,NA,NA,NA,NA,FALSE,NA
"CNwiqj729wV0mERI0PpqBw",3.875,2,1,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA
"cNYyAiRUYarFw5wYjjC49Q",1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,NA,NA
"co40Xq-xDDC6ogEjFUM1Sw",5,2,0,NA,NA,TRUE,TRUE,NA,"no",TRUE,TRUE,TRUE
"co5IBdTsoNWCRch-UzmXCg",4,2,NA,FALSE,"average",TRUE,FALSE,TRUE,"free",TRUE,FALSE,TRUE
"co5y_gskj-63igvAjKzKLw",5,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"CO8MpD1bSkBPArXKBKkIfA",3.66666666666667,1,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,FALSE,FALSE
"colkiB9memBWXIRGw8C9MQ",4,1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"COOPOGXlIJHK_bIvMKeAPQ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CotnZvwxCubcWqsG2hK0gw",2,2,1,FALSE,"quiet",FALSE,NA,FALSE,"no",TRUE,TRUE,TRUE
"coVhQD_EAnCof_a8sGM03g",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPBbk7rUr5HHX7lmpo8W-A",3,3,0,NA,NA,NA,NA,NA,"free",NA,NA,NA
"CPcy22Hd2F7z0EKG66FMRA",3.5,2,0,TRUE,"loud",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"cPEo3-TmIqCwHLFGKZgwGg",4.10404624277457,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"cPfnF9PAvVjamEdZM3wTzA",2.33333333333333,2,1,NA,"quiet",TRUE,TRUE,FALSE,NA,TRUE,FALSE,TRUE
"cPzIic1AqH1ApTVVaww5hw",3,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"CQJGl8n0wqL8WSEsG_yqDg",3.11111111111111,1,1,TRUE,"quiet",FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE
"CQo-Q-HMlUM1rAcjhTkvJA",3.5,1,1,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"cQW__mI_2EAFpwmkfIfnSQ",5,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"CqWAtOvZgwb_oxVq1f0ORQ",2,1,1,TRUE,"quiet",TRUE,TRUE,FALSE,"no",TRUE,FALSE,FALSE
"CR-gLUcudD0AQr7dzASgLA",5,1,1,FALSE,"quiet",TRUE,FALSE,TRUE,"free",TRUE,FALSE,TRUE
"cr__ihwxDQ7hyq2ZfX172Q",4,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"cr_mX_8a6Nl7zM78scnaHA",3,2,1,TRUE,"quiet",TRUE,TRUE,TRUE,"no",TRUE,TRUE,TRUE
"Cr5CLpmVrmzFyz_RfQ6rmA",2,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"CrBIsL2Aq1j8Pu5tpYJggA",3,1,0,FALSE,NA,NA,FALSE,NA,"no",TRUE,NA,NA
"CRBmtsSkyh2H-U4AAEDJwg",3,2,1,FALSE,"quiet",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"CRht4ujXUsr95xfGoZVmQw",3.5,2,1,FALSE,"average",TRUE,NA,TRUE,NA,NA,NA,NA
"CrM_FY9NIoDWudQYHlO7UQ",4.36363636363636,1,1,NA,"quiet",TRUE,FALSE,FALSE,NA,TRUE,FALSE,TRUE
"cRTkev8c66o6q6v7FstjLA",3.45454545454545,2,1,TRUE,"quiet",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"CRzxHi9gtFiIW-8TG-DJkg",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cs8BaiKkyNU6mzxq9nTsmg",3.85416666666667,2,1,FALSE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"csboHMMNA1EFEjMcBeD8UQ",5,1,1,FALSE,"loud",TRUE,TRUE,FALSE,"no",TRUE,FALSE,FALSE
"CSe9FpalbwGzQcp_h5BVxg",4.06,1,1,TRUE,"average",FALSE,TRUE,FALSE,"no",TRUE,FALSE,TRUE
"cSSNM-c407ucUzKKHuEDGg",4,1,NA,NA,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA
"ctEDsN8pX1dqCFbYaqruyw",3.375,2,1,NA,"average",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"CTsLzuZ_AR841SiSacdEvg",4.33333333333333,1,NA,TRUE,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,NA
"cu1CvIzOyf-R91pT92NShw",2,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"Cu9fWbuFQKwVY13Spe5FiA",3,1,0,NA,"loud",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"cUAulV1C6H-eCNdgXTC_5w",4,1,1,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA
"CucyObcVxgqte8dH8nLopA",2.125,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"cUGFEQOu3_VsOpbvHGx8ZQ",5,1,1,TRUE,NA,NA,NA,NA,"free",TRUE,NA,NA
"cUHPc4rW6qi3yTBPdQDCKw",1.88235294117647,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"CuIPocteo1F3LEn1OqUoHg",4.5625,2,1,FALSE,"quiet",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"CupH_6sjcdp9q-cLwOUBIA",1,2,1,FALSE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"cV-mgaEpAWY7w95fRZi8SQ",1,1,1,FALSE,"loud",FALSE,FALSE,TRUE,"no",TRUE,FALSE,FALSE
"cVEH-HfaZgl-SuROl_Z7SQ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cvELVLQ4jbS5Qqbm79IxVA",5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA
"cVGVYHSUQmb2XmE8H63yKQ",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cVlW0omVTRaVJqnT-OBBsQ",2.5,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"CVRTly4ag_q5ua0R3iqrVw",3.25641025641026,2,1,FALSE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"CWhCFNnV60zdQo4c1GBWOA",4,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"cWPTOM_o5toaXpq0gNxD7Q",4,1,1,FALSE,"average",TRUE,FALSE,TRUE,"free",TRUE,FALSE,FALSE
"cwQwLJMaTA2Zm0LfPx4diw",5,2,1,FALSE,"average",TRUE,TRUE,FALSE,"no",TRUE,FALSE,FALSE
"Cwv0Mv70w8fNMd-ApwSnUQ",2.66666666666667,1,1,NA,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE
"cwWQB8LyFbxxiOzgfZdWCg",4.01149425287356,2,1,TRUE,"average",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"cX_yVfFxOTr0_WwKQQuc5w",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cXmlv2WBzuB6JLMhaCvLuQ",4.41176470588235,2,1,FALSE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"cxq_iu2Zl5jm6qLGfff5eA",3.30434782608696,1,1,NA,"quiet",FALSE,TRUE,TRUE,"no",TRUE,FALSE,FALSE
"cxwQIfMljUhk1yMG8PQLXg",4,2,0,TRUE,"quiet",TRUE,FALSE,TRUE,"no",FALSE,FALSE,TRUE
"cxyDANKI4ptp9VdbgEtCtg",5,2,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"Cy1bPenka65T2AUBAn-WkQ",4,2,1,TRUE,"average",FALSE,TRUE,TRUE,"free",TRUE,TRUE,FALSE
"cy9bWd0tufGp-xkA8CIHIQ",2.2,1,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,FALSE,FALSE
"CyBz3mKH5D0PgZr9djNqPQ",5,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"cYD86_BcPMpYjP3VRCevpA",5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyiJvSz0zL69nO8lhuoWEA",2,2,0,TRUE,"loud",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"cykzJbkgweJvZsvkrHMR7g",3.48275862068966,1,1,TRUE,"average",TRUE,TRUE,FALSE,"free",TRUE,FALSE,TRUE
"cyzOijFJ82cae6qH6L8vuw",4.08333333333333,2,1,TRUE,"quiet",TRUE,TRUE,FALSE,"free",TRUE,TRUE,TRUE
"cz1rt787SUMvCDq1tRpHrw",4,2,1,TRUE,NA,NA,NA,NA,"free",TRUE,NA,NA
"Cz3FK54yRZSiGRgiAMK9OQ",2.5,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"CzaaSUgwB4TKnEOIK0r8lg",3,2,1,FALSE,"quiet",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
